Outlying	Skewed	Clumpy	Sparse	Striated	Convex	Skinny	Stringy	Monotonic
0	0.924914165	0.0683050599	0.8257338209	0.2857142857	0	1	1	0.0149385839
0.1070038705	0.9257032108	0.1059478923	0.0722914254	0.676056338	0.0776224969	0.5192000635	0.7865270824	0.0080537535
0.0767487057	0.8083968739	0.6986953404	0.0365609625	0.8333333333	0	1	0.8725048011	0.4251512862
0.0617417877	0.7984603067	0.0459937069	0.0482101909	0.6376811594	0.1001861394	0.558787614	0.8239746094	0.0118530462
0.3179801845	0.857447327	0.7093251202	0.047358124	0.8269230769	6.370407959948619E-4	0.8302879842	0.8824809391	0.1615559114
0.2860057616	0.6854790034	0.0118900316	0.0568600984	0.0214285714	0.6501082827	0.3052112418	0.2665483194	0.1050322605
0.6640018691	0.8897701033	0.154762454	0.0739524293	0.7213114754	0.0863267344	0.5104231954	0.8502697186	0.0175944245
0.2045157451	0.8292948938	0.5840246569	0.0357594244	0.8125	0	1	0.8725048011	0.5842536143
0.1066438692	0.7054506241	0.0571611333	0.0277638313	0.0652173913	0.2320407317	0.7865280197	0.5787037037	0.9961982719
0.2192819453	0.7211424509	0.0291111424	0.0605739842	0.0137931034	0.7189759273	0.2285183044	0.2716181838	0.1122270134
0.2727666425	0.8986461856	0.0791985794	0.0705522349	0.5409836066	0.0829003833	0.5829813573	0.7513148009	0.0025770136
0.231218797	0.8153963449	0.6990911829	0.0431972553	0.7804878049	0	1	0.8502697186	0.5429204956
0.2521805621	0.6543413441	0.0967257825	0.0327264327	0.34375	0.04041663	0.8009551004	0.7630335397	0.9984015127
0.3317033239	0.7631255707	0.0242087206	0.0641967008	0.0472440945	0.6488220034	0.3852356041	0.3965694566	0.1189161361
0.338348345	0.6650132394	0.0841184806	0.0291225065	0.0465116279	0.1207438658	0.7255809345	0.485058309	0.9936215128
0.6547780097	0.9098183039	0.1535302552	0.0681238139	0.649122807	0.091517654	0.5929531622	0.7865270824	0.0254965593
0.2557728093	0.6634375719	0.7013301838	0.0307477324	0.8333333333	0	1	0.8869062427	0.1398217194
0.3438186957	0.7346720029	0.0157519063	0.060179659	0.0307692308	0.6140411863	0.2162035148	0.3933064221	0.0222541655
0.3002563645	0.7656746586	0.0202702402	0.061276249	0.024	0.6316676106	0.3098700167	0.3259050397	3.1182562931789224E-4
0.3075946733	0.7144087449	0.0184697598	0.060179659	0.0305343511	0.6174412981	0.1921690112	0.3775760676	0.0378282341
0.29735282	0.758474675	0.0208654314	0.0598346553	0.0089285714	0.5116325557	0.2524326847	0.2645787585	0.0183296107
0.3562435669	0.8810878211	0.0928097509	0.0606650558	0.5873015873	0.1017533308	0.4764351949	0.7592511596	0.0089605906
0.5893224867	0.7862735893	0.7182557397	0.0358750263	0.8333333333	1.2546467425315E-4	0.5789113829	0.8869062427	0.3855285255
0.2146989229	0.6495328931	0.0145455573	0.0587933661	0.0208333333	0.6213987244	0.3032540767	0.3175537512	0.2500102526
0.2915519228	0.7419763824	0.0278547305	0.0591269398	0.0072992701	0.5811356342	0.2497577968	0.417944513	0.0643801737
0.2612493899	0.7306562383	0.019821407	0.0607843802	0.0072463768	0.5316724934	0.2710611657	0.2962962963	0.3006012381
0.3808066012	0.7523854957	0.0279434779	0.0737281323	0.0084033613	0.718715275	0.1860831044	0.2666897493	0.2249201953
0.3051407143	0.7821757098	0.0157188186	0.0599613871	0.0272727273	0.5209761382	0.3254198623	0.4365902661	0.4641578608
0.559204337	0.8679688813	0.1187314775	0.0606479903	0.7205882353	0.0736299273	0.5760823303	0.8658638	1.0445903022435786E-5
0.2607564117	0.8463334177	0.7110042667	0.0599556324	0.8301886792	6.306123749981549E-4	0.8523189071	0.9423223345	0.3306205696
0.3532146182	0.7561629215	0.0258548376	0.0672521276	0.0305343511	0.5525412459	0.3274757347	0.4136568891	0.4697179464
0.3180768639	0.6726282553	0.0180681141	0.0582272382	0.0281690141	0.5716968988	0.3187274539	0.2962962963	0.1166182162
0.3053588486	0.7755988148	0.0122968141	0.0664780805	0.0393700787	0.5964951404	0.2454409944	0.3399466055	0.5409488831
0.3438321013	0.7669611485	0.0118177562	0.0736719513	0.0512820513	0.5391389856	0.2638566289	0.3815114966	0.4779414344
0.3575371536	0.7432327501	0.0124611478	0.0598404216	0	0.665682409	0.2888714926	0.3619239396	0.2695985174
0.6060354913	0.7631569217	0.0329308101	0.0407305281	0.043902439	0.3022922163	0.4128017049	0.3658171565	0.7980298942
0.3503336618	0.9087367042	0.1016244276	0.0731030474	0.7464788732	0.0894597613	0.4972802233	0.8289784901	1.7654283172010367E-4
0.0700256741	0.7435140474	0.6566155178	0.0292643377	0.8333333333	1.1536441218600825E-4	0.5205648502	0.8869062427	0.4839690138
0.2591069481	0.6815739906	0.0081754519	0.0561579065	0.016	0.5270835532	0.3184138432	0.371307373	0.6796002289
0.3404139434	0.7754243556	0.0160524149	0.065252235	0.0275862069	0.7006049849	0.2574408423	0.3175537512	0.0975783782
0.2086509586	0.6804644225	0.0160036869	0.0536117906	0.0336134454	0.5793564763	0.3455353959	0.3063964515	0.7188935299
0.2277142135	0.7021331055	0.0245217183	0.0548838961	0	0.5986128771	0.3121552214	0.3980908212	0.6744350618
0.2852363757	0.6775419581	0.0150303912	0.0550094887	0.0387596899	0.5938737529	0.3180510897	0.3644314869	0.3219425507
0.2772268903	0.8528915262	0.0192831426	0.0730369378	0	0.5983416359	0.2960720447	0.3249511719	0.6937666429
0.6625272863	0.8237877116	0.0177289692	0.0430211679	0.043715847	0.6368541642	0.4400624708	0.3644314869	0.891464482
0.6222234732	0.8970401415	0.1537686482	0.0702630952	0.6612903226	0.0939397609	0.5760636067	0.8039018753	2.4195703985768652E-4
0.1916638707	0.8630090279	0.7073180964	0.0442234614	0.8793103448	1.651091337470379E-4	0.7127639592	0.9473795098	0.1041710282
0.2549485027	0.741733597	0.0164808993	0.0626296297	0.0136986301	0.6775138658	0.2708588086	0.3644314869	0.013259221
0.2181919976	0.6654319899	0.0092215458	0.056689931	0.0142857143	0.6912141259	0.3505826278	0.3360475111	0.0076592841
0.234868877	0.6972386953	0.021207368	0.0591211039	0.0135135135	0.6555242561	0.3056055811	0.3934438938	0.0207171542
0.3034549206	0.6351755862	0.0207771996	0.0572893286	0.0075757576	0.634523815	0.3256462662	0.3818516257	0.0108593705
0.205094023	0.6498653028	0.0260410948	0.0539965691	0.0569105691	0.609602051	0.267649693	0.3063964515	0.3054659259
0.3137871678	0.7845922578	0.0217132627	0.0654159534	0.0265486726	0.6002529605	0.2745199479	0.3017494668	0.3246941356
0.2089021938	0.765772559	0.021391527	0.0677937916	0.0802919708	0.5504038471	0.3289968456	0.3602426604	0.2387518627
0.2398122517	0.7597052245	0.0173852626	0.0634016812	0.0215827338	0.5868636494	0.3990263888	0.3726669186	0.2005676514
0.345434459	0.9012638876	0.118001306	0.05746973	0.71875	0.0802689418	0.5022665029	0.857375	0.0933462861
0.3175315481	0.7817465625	0.7226438224	0.0382941361	0.868852459	0	1	0.900077904	0.0010899461
0.1522600958	0.6884095679	0.0119792025	0.0584224635	0	0.5527777673	0.3231926811	0.3565379414	0.1260627985
0.2753231349	0.7568338045	0.0151339003	0.0573435086	0	0.649420691	0.354551517	0.3095613678	9.526007451946312E-4
0.2013814462	0.7766545246	0.0280175863	0.0628770591	0.020979021	0.4764688898	0.4394827275	0.3885850789	0.0958150808
0.2332839038	0.6973634649	0.0145584991	0.0603285479	0.016	0.4045588855	0.3337097742	0.3162648244	0.1397531222
0.3662898643	0.7319844189	0.018223949	0.0631399151	0.0178571429	0.5739811294	0.2618224051	0.3465119183	0.3566036332
0.2901587639	0.7201588247	0.0290541111	0.0624309802	0	0.5953905098	0.2786057105	0.3295408103	0.2507611886
0.2850135688	0.78995108	0.0203847787	0.0687490011	0.0214285714	0.5233990893	0.24898257	0.3953579418	0.0895099984
0.3966120551	0.7863319761	0.0154447002	0.067513282	0.0205479452	0.6327279231	0.4240269034	0.4329764116	0.0073521492
0.3276811309	0.748026115	0.0114882078	0.0630743038	0	0.6672078027	0.2768984585	0.3846731781	0.1900087299
0.5124627961	0.8722951631	0.2264924104	0.0681187487	0.5434782609	0.1095876924	0.528677822	0.8668544908	7.227835809748322E-4
0.3199087105	0.8083621182	0.7150810723	0.0423991035	0.75	3.646114220656662E-4	0.7260960639	0.8889963587	0.2421498897
0.3842695756	0.7185256685	0.043229332	0.0332494194	0.03125	0.471396233	0.5042590052	0.3121095736	0.4546506749
0.4326610246	0.7653929401	0.0172099112	0.0376764483	0.019138756	0.5216084123	0.4689664929	0.3937027006	0.1264731886
0.4243777705	0.7293573449	0.0173528054	0.0357304655	0.0157068063	0.4718147374	0.4174949726	0.3808136099	0.5024624668
0.5019305559	0.7691378311	0.0332652735	0.0360668727	0.0576923077	0.3691334812	0.4009904483	0.3644314869	0.4922121953
0.4333432964	0.7134380173	0.0152449301	0.0300898295	0.0101522843	0.498411004	0.2718704189	0.343	0.0847343356
